trade_id,tool,side,tags,reason_of_entry,price_of_entry,volume,price_of_exit,reason_of_exit,pnl,commission,risk_usd,comment,emotional_state,date_time
84,COMP,лонг,#acc #test,Отбой UD1 баром с большим хвостом покупателя от верхней границы накопления,57.32,0.74,56.19,Стоп,-0.8362000000000018,0.0,0.84,"И снова потрясающий трейд похерененный идиотским близким стопом который снесло на встряске, если бы был хороший стоп было бы 2 из 3 тейка по сделке. В идеале вообще не стоило входить по бару с таким хвостом и позже был еще более прибыльный вход от крика, но ладно, стоило лишь стоп поставить пошире",На момент заполнения дневника удивился что был настолько хороший идейный трейд,2024-02-17 10:46:00
85,GMT,лонг,#acc #test,Отбой SU1 баром от верхней границы накопления,0.2771,90.0,0.288,Стоп после 2ух тейков,0.9809999999999969,0.0,0.84,"Хороший трейд, выбило на дампе по вульфу","Из-за биржи чуть не упустил фикс 2ого тейка, хотя по этому поводу вообще не переживал",2024-02-27 09:42:00
86,TRU,шорт,#wolfe #divergence,Отбой апбаром с хвостом продавца и даунбаром с широким спредом + дивер МАКД,0.07093,211.0,0.065,Стоп после 2ух тейков,1.251230000000001,0.0,0.84,"Ни за что бы не догадлся что этот вульф так реализуется, жаль что цена сразу развернулась с дампа и не дала мне шанса вывести в прибыль оставшуюся 1/3 позиции, нужно будет предусмотреть это в стратегии","Кайф, правда не понятно пока как торговать после такой встряски на рынке",2024-02-27 15:25:00
87,DUSK,шорт,#wolfe,Вульф + крюк на стохастике,0.32074,210.0,0.32073,Вовремя заметил что не убрал лимитку после достижения 1ой цели,0.0021000000000021,0.0,0.84,"Пересрался когда увидел у себя эту позицию, ведь забыл что отменил только алерт на срабатывание этой заявки, а саму ее нет, потерял 4 цента на коммисии","Испугался, сомневался стоит ли вносить сделку сюда",2024-02-28 11:14:00
88,ARPA,лонг,#ma200 #acc,Отбой от ма200 в районе верхней границы накопления,0.06882,500.0,0.06712,Стоп,-0.8500000000000035,0.0,0.84,"Сразу после входа понял что скорее всего совершил ошибку входя не дождавшись пока цена не упадет на зону, и так и вышло",Очень расстроился что снова совершил ошибку которой можно было спокойно избежать будь у меня нарисована зона изначально,2024-02-29 22:05:00
89,IOTA,шорт,#wolfe #resistance,Отбой от секущей SU1 баром в т.5 вульфа ,0.342,61.0,0.3558,Стоп,-0.8417999999999988,0.0,0.84,"Просто непруха, почти такой же вход от вульфа на TRU дал 2 тейка из 3","Ну лэдно, не расстраиваемся",2024-03-04 15:26:00
90,FET,шорт,#distr #trendline #up,Отбой от льда и трендовой,2.6938,7.0,2.8086,Стоп,-0.8036000000000016,0.0,0.8,"Притянул распределение за уши, а чисто от трендовой входа небыло из-за - по условию о вертикальных объемах","Расстроился, увидел как мой победный настрой может быстро расствориться",2024-03-12 16:09:00
91,ICX,шорт,#elliot,Эллиот от 0.786,0.3701,88.0,0.3425,Оба тейка,2.4287999999999963,0.0,0.84,На рынок пришла жесткая коррекция и мои цели были даже сильно перелоены,"Возвращается вера в себя, все таки надо реально иметь какие-то индикаторные стратегии для ловли больших трендов, а не постоянно надеяться на разворот",2024-03-13 09:29:00
92,KLAY,шорт,#trendline #down,Отбой от трендовой,0.3011,175.0,0.3059,Стоп,-0.8400000000000046,0.0,0.84,"Не стоило, а я и не хотел рисовать возможность того что цена отобьется от этой трендовой, говорил же про себя что лучше подождать отбоя от вульфа а не от этой трендовой - учту",Тяжело вздохнул,2024-03-13 17:34:00
93,FTM,шорт,#wolfe #stochastic,Вульф + стохастик в т.5,0.8782,22.0,0.8158,Стоп в бу после 2ух тейков,1.3728000000000002,0.0,0.84,"Потрясающий трейд - молодец что не пожадничал на стопе, ведь цена почти меня выбила прежде чем рухнуть вниз, даже не смотря на то что по сути это был аптраст","Ахуел когда увидел что из-за биржи не схватился последний тейк профит, в следующие разы буду учитывать такую херню",2024-03-13 22:15:00
94,OCEAN,шорт,#ma200,Отбой от ма200 в нисходящем канале,1.1627,16.0,1.2139,Стоп,-0.8191999999999986,0.0,0.84,"Рисулька входа была нарисованна непосредственно после отбоя от ма200 - видимо так делать нельзя, к тому же там цена нарисовала останавливающий объем от трендовой, рисовать вход после того как цена его уже нарисовала нельзя","Не помню что чувствовал перед открытием, очень расстроился после стопа",2024-03-14 21:07:00
95,ENJ,шорт,#ice #distr,Отбой от льда,0.6094,43.0,0.5268,Все три тейка,3.5518,0.0,0.84,"Переживал что EBL по такому маленькому бару не сработает, но в итоге все прошло идеально","Не помню что чувствовал перед открытием, очень обрадовался когда увидел сколько залутал с сделки)",2024-03-14 23:08:00
96,HIGH,шорт,#channel,Отбой от нижней границы восходящего канала на восходящем тренде,2.157,9.3,1.861,Все три тейка,2.7528000000000006,0.0,0.84,"Отличный трейд, хоть и боялся что EBL не схватиться","С кайфом, теперь нужно привести свои эмоции в порядок после такого винстрика, ведь я реально дохуя с него залутал",2024-03-15 23:57:00
97,FET,шорт,#distr #ice,Отбой от льда,2.4659,7.0,2.5974,Стоп,-0.9204999999999997,0.0,0.92,Возможно условие по ПОКу баров является обязательным для диапазонных стратегий,Побаивался входить в сделку потому что подозревал что коррекция на рынке уже закончилась и сейчас все диапазоны на монетах реализуются как накопления.Но все равно чувствовал себя уверенно после предыдущих побед,2024-03-19 15:50:00
98,KAVA,шорт,#creek #trendline #acc,Отбой от крика вниз в накоплении с POC вверху DD1 баром,0.9765,35.4,0.977,Стоп в бу,-0.01769999999999805,0.0,0.84,"ПРОСТО ПИЗДЕЦ, какого-то хуя я походу не выставил заявку частичного тейка, хотя мне казалось что позиция уже была частично зафиксирована до понедльника. Цена не дошла до 2ого тейка и развернулась, стоило ставить тейк поскромнее потому что спринг по сути уже был, учту на будущее",Почуствовал небольшое сомнение в трейде после того как поймал себя на том что обрадовался сколько в потенциале сделка может принести.Почувствовал подавленность когда увидел что сделка вошла в минусовую зону и вспомнил как меня выбивало по входу от такой же пологой трендовой.Невероятное чувство злости и обиды за исход сделки,2024-03-21 16:59:00
99,XRP,лонг,#acc #test,Отбой UD3 баром от верхней границы огромного накопления,0.6305,41.0,0.6099,Стоп,-0.844599999999998,0.0,0.84,XRP помещаю в ЧС,"Сомневался в трейде, но убедил себя что все будет ок, ведь цена только что вышла из восходящего канала да и отбилась от ПОКа накопления",2024-03-22 09:50:00
100,COMP,лонг,#trendline #up #acc,Отбой от трендовой в вверху накопления с поком сверху,76.49,0.47,77.73,Стоп после 1ого тейка,0.5828000000000042,0.0,0.84,"По сути не надо было выебываться и ставить фулл тейк чуть ниже 1.382 где и был рр 2.6, ведь ПОК у объема то был сверху","Еще перед началом ну почти знал что нюхну бебры, но тот факт то что цена в нижней части огроменного канала так еще и с шансом выстрелить от накопления, хоть и с поком вверху, меня успокоил и объяснил смысл сделки",2024-03-27 21:36:00
101,WLD,шорт,#ma200,Отбой от МА200 SU и SD барами,8.4999,4.737,8.677,Стоп,-0.838922699999997,0.0,0.84,"В целом направление трейда было правильным, но вход подкачал",Не долго сомневался из-за того что даунбар тормозящий,2024-03-28 11:33:00
102,LINK,шорт,#ma200,"Отбой от ма200 DD1 баром, после выхода вниз из восходящего канала на нисходящем тренде",18.934,3.7,19.159,Стоп,-0.8324999999999921,0.0,0.84,"Нахуй стратегию отбоя от МА200, 1 из 9 входов за все время ее существования оказался прибыльным","Как только сработал ордер, почувстовал что мне пизда. Очень хуево себя почувствовал когда пришло уведомление о стопе",2024-03-29 12:09:00
103,LUNC,лонг,#trendline #up,"Отбой от трендовой UD1 баром, с маленьким телом",0.00013704,260869.0,0.00013415,Стоп,-0.7539114099999985,0.0,0.75,"Расстроился из-за своей невнимательности, вошел большим объемом чем предусматривала стратегия.Внес поправки по входу в стратегию","Особо не парился, сделка реально имела шанс на успех.Сильно расстроился когда цена не дала шанса уменьшить размер позиции",2024-04-03 21:04:00
104,FTM,лонг,#trendline #up,Отбой от трендовой UD1 баром с хорошим спредом,0.7817,6.0,0.8661,Оба тейка,0.5064000000000002,0.0,0.75,"Отличный трейд с хорошо расставленными тейками, хотя учитывая что разворот после долгого падения, можно было и следущий раз нужно пожадничать,ведь это один из тех вульфов которые очень сильно реализуются вверх, хоть и так 1 к 4","Поймал себя на том, что ощущал будто вспылала и захватила контроль моя личность времен торголи FORTS, поэтому перепроверил условия по входу, но все оказалось в порядке",2024-04-05 15:07:00
105,BNB,шорт,#trendline #down,Отбой от трендовой сразу после мощного выхода из накопления,,,,,0.0,0.0,0.75,"Цена не дошла буквально 3 пункта до уровня лимитки и развернулась на 598.00, в будущем буду учитывать силу круглых чисел. А сделка то в итоге оказалась прибыльной","Трейд изначально пах беброй из-за тени бара входа и того факта что цена вышла из накопления, но я подумал что тут то как раз коррекция и может произойти, так что норм",2024-04-08 00:00:00
106,BNB,лонг,#creek #test #acc,Отбой от крика даун баром с хвостом покупателя и UD1 апбаром в накоплении с поком вверху,582.79,0.15,577.0,Стоп,-0.8684999999999945,0.0,0.87,"Если бы смотрел вход после утреннего анализа, возможно заметил бы вульфа который пошел от верхней границы, и убрал возможность входа от этого крика - подправил общие правила",Чувствовал уверенность смешанную с предвкушением довольно большой прибыли,2024-04-09 08:25:00
107,ADA,лонг,#trendline #up,Отбой UD1 баром от плоской трендовой,0.56904,14.0,0.57834,Стоп после 1ого тейка,0.13019999999999965,0.0,0.15,"Стоило полностью фикситься максимум на ма200, все таки направление рынка сейчас шортовое + Гигантский вульф на Д, ПОК диапазона сверху и тд.","Много сомневался перед входом, если бы не стратегия то вообще не вошел",2024-04-10 17:13:00
108,LINK,лонг,#trendline #up #wolfe,Отбой UD1 баром от плоской трендовой + Вульф,17.055,0.6,17.286,Стоп после 1ого тейка,0.13860000000000097,0.0,0.15,"Учитывая что вульф пошел после даунбара со шпилькой, можно было ставить фулл тейк на уровне т.4 ведь цена в таких вульфах постоянно возвращается вниз","Немного омневался перед входом, но вульф убедил что трейд может сыграть",2024-04-10 18:20:00
109,WLD,шорт,#trendline #down,Отбой SD1 баром от upar трендовой,4.9396,4.525,5.133,Стоп,-0.8751349999999981,0.0,0.88,Подправил условия стратегии,"Побаивался что все это возня из-за относительно малого размера трендовой по сравнению с барами, но учитывая что ПОК накопления вверху - может сыграть. Неприятно, чувствую будто мой победный настрой тает, хотя прекрасно понимаю что делаю все правильно.",2024-04-16 16:09:00
110,FTM,лонг,#trendline #up,Отбой UD3 баром от трендовой,0.6591,29.0,0.6304,Стоп,-0.8323000000000017,0.0,0.83,Нельза под такие крутым углом проводить трендовые в накоплении - это бесполезно,"Уверенность что это будет стоп + правка условий стратегии как только сработал вход, подавленное состояние вдогонку",2024-04-17 13:47:00
111,LQTY,лонг,#trendline #up,Отбой UD1 баром с хорошим спредом от восходящей трендовой в накоплении,0.9764,23.0,1.112,Оба тейка,3.118800000000001,0.0,0.83,"Трейд длиной в 10 дней, идеи конечно особо не было во входе от такой трендовой","Уверенность что это будет стоп + правка условий стратегии как только сработал вход, подавленное состояние вдогонку. Пару раз думал уже закрыть этот трейд, так как ожидал что на падении меня все равно выбьет в бу - но не вышел и заработал максимум",2024-04-17 13:46:00
112,ARPA,лонг,#elliot,Эллиот от 0.618,0.06775,273.0,0.06466,Стоп,-0.8435700000000026,0.0,0.83,Нужно было как-то понять что именно тут будет формироваться тру накопление и что от Эллиота тут движ не пойдет потому что оператор будет набирать большой объем перед выстрелом,"Не уверен что трейд сработает из-за подобия диапазона сверху, но ладно",2024-04-17 13:49:00
113,BNB,лонг,#elliot,Эллиот от 0.618,529.76,0.07,518.05,Стоп,-0.8197000000000026,0.0,0.83,"Слишком большой Эллиот для своего положения, не стоило чертить","Ощущение потери контроля над ситуацией, когда увидел что входов в шорт не намечается а он развивается в то время как я держу кучу лонгов",2024-04-17 16:19:00
114,LINK,лонг,#elliot,Эллиот от 0.618,13.002,2.4,14.57,Тейк,3.763199999999999,0.0,0.83,"Цена на том же движении еще дошла до 1, но она даже с большей вероятностью бы отбилась от верхней границы накопления и полетела бы вниз на добор объема, так что вообще все сделал правильно - молодец что стоп спрятал за лой бара ниже ранга, ведь меня чуть не выбило целых два раза","Во время открытия побаивался что цена не даст входа, когда увидел как развивается шорт на рынке - понял что будет стоп",2024-04-17 16:19:00
115,AVAX,лонг,#creek #acc #breakthrough,Пробой крика баром <10%,34.575,1.0,33.785,Стоп,-0.7900000000000063,0.0,0.83,"Провел ублюдский крик по незначительным экстремумам, больше так конечно делать не буду","Состояние крайней беспомощности и возбуждения - именно в нем я обновлял и менял стиль торговли. Крайне тяжело сейчас понять когда я вру себе, а когда нет",2024-04-18 14:14:00
116,DOGE,шорт,#trendline #down,Отбой от нисходящей трендовой,0.1498,212.0,0.15405,Стоп,-0.9010000000000008,0.0,0.9,"Цена самую малость не дошла до тейка и развернулась отбившись от нижней границы большого нисходящего канала, буду учитывать это в будущем","Обидно, но я рад что стратегии работают, а значит реально нет смысла ныть и париться и спешить, просто торгуй как привык и все будет ок",2024-04-18 21:04:00
117,ADA,шорт,#trendline #down,Отбой от нисходящей трендовой,0.45582,141.0,0.44666,Стоп в убыток после 1ого тейка,1.2915600000000003,0.0,0.83,"Тут считаю что все ордера расставил правильно, потому что цена как-будто бы реально скорее всего должна была продолжить падать если бы достигла первого тейка. И как бы снова причина почему мне нужно автоматизировать выставление ордеров - ведь по сути потерял 1.5%  депозита потому что спал","Ладно, главное что стратегия не ошиблась",2024-04-18 18:24:00
118,KLAY,лонг,#trendline #up,Отбой от восходящей трендовой во время реализации накопления,0.207,311.0,0.21,Стоп после 1ого тейка,0.9330000000000008,0.0,0.83,"Все таки стоило фулл фикситься в 1:2, ведь цена уже реально долго безкоррекционно росла","Наверное ни за чтобы не вошел если бы не стратегия, ведь цена уже кучу раз отбивалась от этой трендовой, однако все равно чувстовал спокойствие от неизбежности открытия сделки",2024-04-23 11:11:00
119,KAVA,шорт,#trendline #up,Отбой от восходящей трендовой вниз,0.7658,152.0,0.771,Стоп,-0.7903999999999973,0.0,0.83,Видимо стоило подождать реакции от большой нисходящей трендовой которая находилась чуть выше - точно помню такая мысль промелькнула в голове так что подправлю условия,Чувство радости разбавленное жадностью и предвкушением большой прибыли - уже второй раз как лутаю стоп после него,2024-04-24 07:43:00
120,FET,шорт,#trendline #up,Отбой от восходящей трендовой вниз,2.5145,15.0,2.5711,Стоп,-0.8489999999999998,0.0,0.83,"Я собственно и ждал подобного аптраста и понял то что скорее всего меня тут вынесет, ведь цена уже кучу раз билась об трендовую, но так и не отваливалась","Открывал спросонья, ничего особо не чувствовал, но ошибок не совершил",2024-04-24 07:05:00
121,KAVA,шорт,#trendline #down,Отбой от нисходящей трендовой  в реализации накопления,0.7704,67.0,0.7242,Оба тейка,3.0954000000000015,0.0,0.83,"Хороший трейд с хорошей расстановкой ордеров, больше нечего сказать UPD. очень сильно продешевил, цена очень сильно позже упала",Чувствовал страх что сделка может не залелеть и я снова словлю лузстрик,2024-04-24 13:21:00
122,SLP,шорт,#trendline #up,"Отбой от восходящей трендовой вниз, как от клина после ложного выхода из накопления",0.004213,13252.0,0.004125,Стоп в бу после 1ого тейка,1.1661759999999939,0.0,0.83,Цена на пути ко второму тейка отбилась от района даун бара в импульсе вверх и развернулась - даже не думал что оттуда возможна реакция,"Увидел - выполнил, почувствовал прилив дофамина когда увидел какой потенциал у сделки, уже после принятия решения о входе. Сразу после входа подумал что скорее всего сливная из-за проявившихся эмоций и в целом ситуации на графике",2024-04-25 22:30:00
123,OCEAN,шорт,#trendline #up,"Отбой от восходящей трендовой вниз, как от клина после ложного выхода из накопления",0.9762,57.0,0.8995,Оба тейка,4.371899999999999,0.0,0.83,Цена четко добила до второго тейка и сразу развернулась - потрясающая растановка ордеров,"Не помню что чувстовал перед открытием, но после того как эта сделка закрылась - я почти полностью вернул депозит и нахлынули негативные мысли о том что сейчас как раз начнется лузстрик",2024-04-25 23:16:00
124,FET,шорт,#trendline #down,Отбой около SD1 баром от крика с ПОКом диапазона посередине чуть выше уровня входа,1.985,15.0,2.0393,Стоп,-0.8144999999999969,0.0,0.83,Абсолютно очевидный исход - подправил условие,"С самого начала ожидал стопа по этой сделке, ведь обычно после такого падения от таких трендовых цена просто чуть тормозиться из-за небольшого давления продавца которого скоро сломит покупатель, но все равно вошел потому что стратегия",2024-05-02 12:07:00
125,SLP,шорт,#trendline #down #creek #acc #channel,"Отбой от внутренней границы нисходящего канала, которая является криком, в середине накопления с ПОКом чуть вышел входа",0.003793,8750.0,0.003889,Стоп,-0.8400000000000014,0.0,0.83,Подправил стратегию - нет смысла входить в шорт внизу накопления,"Не хотел входить, ведь ожидал что тут цена будет уже разворачиваться и выходить вверх, если бы не открыл лонговых сделок то наверняка бы сильно загнался",2024-05-02 15:09:00
126,IOTA,лонг,#creek #breakthrough #acc,"Пробой внизу накопления крика баром с маленькой тенью, ПОК накопления по середине",0.2136,271.0,0.2313,Оба тейка,4.796699999999999,0.0,0.83,Цена развернулась буквально сразу после достижения 2ого тейка - молодец,"Чистая уверенность что сделки в лонг залетят, странное ощущение будто уверенность исходит прямо из души",2024-05-02 15:47:00
127,KAVA,шорт,#trendline #down #creek #acc #channel,"Отбой от внутренней границы нисходящего канала, которая является криком, в середине накопления с ПОКом чуть вышел входа",0.6528,98.0,0.6614,Стоп,-0.8427999999999942,0.0,0.83,Подправил стратегию - нет смысла входить в шорт внизу накопления,"Не хотел входить, ведь ожидал что тут цена будет уже разворачиваться и выходить вверх, если бы не открыл лонговых сделок то наверняка бы сильно загнался",2024-05-02 16:40:00
128,ICX,лонг,#creek #breakthrough #acc #channel,"Пробой внизу накопления крика(=граница канала) баром с маленькой тенью, ПОК накопления по середине",0.2239,190.0,0.2281,Стоп в бу после 1ого тейка,0.7980000000000018,0.0,0.83,"Стоп поставил куда ниже чем по стратегии, и это меня чудом спасло, цена прошла в шаге от него, спокойно можно было юзать EBL, так что его применение при пробое еще доработать","Чистая уверенность что сделки в лонг залетят, странное ощущение будто уверенность исходит прямо из души",2024-05-02 20:02:00
129,ADA,шорт,#acc #trendline #down,Отбой от глобальной трендовой вниз будучи в нижней части накопления,0.45552,115.0,0.46288,Стоп,-0.8464000000000038,0.0,0.83,Подправил стратегию - нет смысла входить в шорт внизу накопления тем более с ПОКом внизу,"Не хотел входить, ведь ожидал что тут цена будет уже разворачиваться и выходить вверх, если бы не открыл лонговых сделок то наверняка бы сильно загнался",2024-05-02 20:04:00
130,MATIC,шорт,#trendline #down #acc,Отбой от крика в накоплении с ПОКом вверху,0.7293,127.0,0.7358,Стоп,-0.8255000000000078,0.0,0.83,"Просто непруха, вход в целом неплохой был","Это пиздец, реально открутка пошла, просто непруха крч",2024-05-03 19:34:00
131,LUNC,шорт,#creek #channel #acc,"Отбой от внутренней границы нисходящего канала, которая является криком, в верхней части  накопления с ПОКом посередине",0.0001057,552631.0,0.00010722,Стоп,-0.8399991199999994,0.0,0.83,"Если бы учитвал что объемы на рост очень сильно растут, то даже не нарисовал бы этого входа - а в этом и была ошибка, даже не смотря на горизонтальные объемы, цена не пошла вниз","Рынок растет, а я вхожу в шорт, класс, еще 1-2 стопа и снова буду загоняться",2024-05-03 22:09:00
132,LINK,лонг,#acc #creek #breakthrough,Пробой крика баром почти без тени,14.044,3.9,14.351,Стоп в бу после 1ого тейка,1.1973000000000014,0.0,0.83,Поставил большеватый стоп - но теперь уже знаю когда стоп стоит увеличивать а когда нет. Все таки стоит учитывать большие сопротивления при постановке тейков - подправлю стратегии,"Уже ни в чем не уверен, действую тупо по стртатегии, хоть и возможно что допустил ошибки на стадии анализа",2024-05-04 02:02:00
133,FET,шорт,#elliot,Эллиот 0.618,2.4419,37.0,2.4648,Стоп,-0.847299999999997,0.0,0.83,"Абсолютно очевидный исход - рад что не пришлось долго его ждать, опять же - торгуй так как нравиться, если бы сказал себе это перед сделкой - точно бы не вошел","Очень сомневался перед входом но все равно вошел посмотрев на вертикальные объемы, чуть позже когда анализировал похожую ситуацию на OCEAN понял что словлю стоп ведь вошел скорее из-за жадности и зуда поторговать",2024-05-07 10:19:00
134,BNB,шорт,#trendline #down,Отбой от нисходящей трендовой,599.89,0.72,606.49,Стоп,-4.752000000000016,0.25,3.84,"Полная непруха - какая-то аномальная волатильность на рынке, проскочил стоп и цена сразу после поехала снова вниз","Ничего приятного - неделя прошла в уебищном состоянии, будто снова вернулся в самое начало, хотя всего лишь напоролся на уязвимое место стратегий трендовых, из-за чего не вошел в кучу прибыльных трейдов",2024-05-09 17:09:00
135,TLM,шорт,#trendline #down,Отбой от глобальной нисходящей трендовой,0.01741,11574.0,0.01773,Стоп,-3.7036800000000096,0.14,3.7,Видимо нельзя входить в шорт от глобальной трендовой если недавно она уже давала вход,"Чувствововал подавленность и боязнь что стратегии перестали работать. После стопа начало приходить понимание того что полностью стратегии перестать работать не могут, просто сейчас такая волатильность и контекст на рынке",2024-05-09 20:02:00
136,GMT,шорт,#trendline #down,Отбой от восходящей трендовой внизу большого накопления,0.2214,1058.0,0.2249,Стоп,-3.702999999999974,0.14,3.7,"Походу вообще не стоит шортить в нижней части больших накоплений. UPD. все оказалось намного проще, выше была нисходящая трендовая которой я не заметил потому что оно была выше чем во всех подобных ситуациях раньше - буду внимательнее ","Чувствововал подавленность и боязнь что стратегии перестали работать. После стопа начало приходить понимание того что полностью стратегии перестать работать не могут, просто сейчас такая волатильность и контекст на рынке",2024-05-09 19:31:00
137,KAVA,шорт,#trendline #up,Отбой от восходящей трендовой в середине большого накопления,0.6329,370.3,0.6433,Стоп,-3.851119999999987,0.12,3.85,"Оказалось что бар был с красным спредом, чего я видимо не увидел из-за неправильного периода индикатора, в целом вход был бы хорошим как раз таки если бы не слишком широкий спред бара","Заметил что в последнее время во первых будто что-то изменилось в моем трейдинге, чувствую сейчас даже какую-то толику отрешенности от мира, во вторых почти сразу после входа начинаю искать причины по которым трейд не сработает - типо наперед, чтобы подправить условия стратегии позже. Очень расстроился когда увидел что на фьючерсном счету осталось 12$",2024-05-14 07:29:00
138,FTM,лонг,#trendline #up,UD1 бар отбоя от восходящей трендовой,0.6672,468.0,0.659,Стоп,-3.837599999999993,0.2,3.84,"Ахренеть, впервые допускаю такую ошибку - в последние 5 минут формирования бара, его ПОК перескочил в верхнюю тень, а я уже выставил ордер и забыл перепроверить ПОК перед входом",Частично даже обрадовался что допустил ошибку по условиям стратегии,2024-05-14 08:05:00
139,ICX,лонг,#creek #acc #breakthrough,Пробой крика баром почти без тени,0.2276,1851.0,0.2259,Стоп,-3.146700000000013,0.3,3.15,"Безпонтовый вход - все таки видимо для пробоя крика цена реально должна минимум 3 раза от него осткочить, где дырка между отбоями > 15 баров, причем отскок непосредственно перед пробоем не считается.","Тяжело, но когда понял что мне придется пройти этот этап с отношением к стопам - почувствовал будто поднимаюсь на новый уровень в своем психологическом развиитии и что это необходимо для моего успеха",2024-05-17 15:04:00
140,LQTY,лонг,#creek #acc #breakthrough,Пробой крика,1.0355,196.0,1.0163,Стоп,-3.7632000000000208,0.2,3.76,"Подправил условия стратегии - оказывается позже на месте пробоя крика образовался отбой вниз от того самого крика, который на пике приносил 1 к 8","Ничего особо не чувствовал, думал о том что снова надо восстанавливать депозит прежде чем зарабатывать на цель, сильно расстроюсь если сделка не залетит, хотя выбора кроме как продолжать торговать у меня и нет",2024-05-17 18:06:00
141,SLP,шорт,#trendline #up,Отбой вниз от восходящей трендовой,0.003939,54467.0,0.004007,Стоп,-3.7037560000000194,0.01,3.7,"Молодец что сдержался и не перезашел, ведь снова бы выбило","Злоба после того как увидел что цена выбила меня коснувшись стопа и сразу же развернулась. Хотел перезайти, но поймал себя на том что сейчас на эмоциях, а перезаходы не предусмотрены",2024-05-21 22:24:00
142,ADA,лонг,#trendline #up #wolfe #acc,Отбой от крутой трендовой и верхней границы накопления в реализации медвежьего вульфа,0.47712,677.0,0.47133,Стоп,-3.9198299999999744,0.48,3.92,"Все таки пошла реализация Вульфа, не в первый раз замечаю что от 1.618 накопления, часто идет хорошая коррекция при наличии шортовой формации","Не расстроился но и не обрадовался появлению такого сигнала, искал условия по которым бы не пришлось войти, но таковых не было",2024-05-22 16:10:00
143,GMT,шорт,#trendline #down,Отбой от нисходящей трендовой у верхней границы накопления,0.2312,1001.0,0.2349,Стоп,-3.703700000000009,0.16,3.7,"Не обратил внимания что цена у верхней границы накопления, а его ПОК как раз был внизу","В мыслях я реально чувствую что только приближаюсь к успеху, постоянно ловлю себя на том, что не употребляю в речи обороты ""если получится"", образы денег и тейков по сделкам четко витают в голове(во время слайдинга и когда абстрагируюсь от предыдущих результатов и нынешних сделок)  хотя на самом деле у меня лузстрик в ~10 стопов и успехом вообще даже не пахнет, ощущение будто я уже схожу с ума, ведь реальность не совпадает с тем что в голове,а может это все предвестники полосы удачи смешанные с радостью от приближения лета и удовлетворения от выполнения задач по учебе",2024-05-23 06:26:00
144,LINK,шорт,#channel #up,Отбой от внешней границы маленького восходящего канала вниз,16.595,17.2,15.723,Оба тейка,14.998399999999966,0.18,3.7,"Молодец что открыл сделку с утра как и планировал, не представляю что бы со мной было если бы не переоткрыл ее","Когда открывал сделку - незаметно испортилось настроение и появилось ощущение будто я играю с бирюльки, ответом на вопрос нравится ли мне такая торговля стало ""нет"", хотя во время анализа настроение было хорошим после составления нового списка торговых инструментов",2024-05-23 12:41:00
145,OCEAN,шорт,#trednline #down,"Отбой от крутой трендовой, цена под МА200",0.9648,230.0,0.9814,Стоп,-3.818000000000014,0.0,3.8,Неправильно начерченная трендовая - это была последняя капля перед обновлением торговой системы,"Немного ссался из-за стопа не по стратегии, но он же реально достаточен для такого входа",2024-05-24 20:03:00
146,SLP,шорт,#trendline #down,"Отбой DD1 баром от крутой трендовой, снизу МА200 и восходящая",0.003926,84177.0,0.00397,Стоп,-3.7037879999999803,0.33,3.7,"Что поделаешь, в моей голове все больше мыслей о том чтобы бросить трейдинг, сегодня протестирую down from down для SLP, посмотрим что покажет, наверное снова будет куча тейков, почти без стопов, что также не будет соответсвовать действительности. Удалил инструмент из списка после попытки протестировать стратегию, абсолютно не техничен","Чувства будто пошел нахуй этот трейдинг, я занимаюсь более интересными вещами сейчас (тренировал модель по доте). + ощущение будто какую-то хрень торгую, и именно поэтому сделка залетит. На результат уже по большей части похуй, а депозит то тает, понижаю риск по трендовым до 1%",2024-05-24 19:24:00
